filename,roi_id,r,g,b,h,s,v,l,a,b_lab,label
image_000.png,1,222.9651309846432,64.91472448057814,83.76007226738935,0.979983770162476,0.7106372633884731,0.8743730626849405,52.166678391743154,61.32105716130874,26.04076508274492,red
image_001.png,1,154.16,41.75809523809524,55.54666666666667,0.9795982707968024,0.7314068351950336,0.6045490196078434,35.64510645068723,46.90431435221232,19.43857695811719,red
image_002.png,1,211.0,99.6787330316742,117.24434389140272,0.9718581210344404,0.5372341401737599,0.8274509803921557,56.55902575870476,45.41692790649323,12.36972086976652,red
image_003.png,1,228.45092838196285,63.36604774535809,93.631299734748,0.969350955308854,0.7224283799350492,0.8958859936547567,53.0096083494884,64.34526276645657,21.375596296785197,red
image_004.png,1,203.2759170653908,76.40988835725678,94.05422647527912,0.9765881844737848,0.6308857540776701,0.7971604590799618,50.56403685114767,51.42638709862685,17.37938667226406,red
image_005.png,1,138.14107142857142,27.07321428571429,43.394642857142856,0.9756088392192274,0.8096334598018934,0.5417296918767517,30.508933914186127,45.95674787683709,20.10707745779744,red
image_006.png,1,213.03373015873012,96.87301587301587,110.18353174603176,0.9805401594667034,0.5551551943936073,0.8354263927793365,56.17413771924549,46.73809261957154,15.98113221071996,red
image_007.png,1,145.5616732804233,51.64632936507937,61.351851851851855,0.9825344488430852,0.6626504177991916,0.5708300912957596,35.80872035275671,40.05713938273448,16.171820567815367,red
image_008.png,1,220.43653173413293,97.87131434282858,115.8655672163918,0.9679248130858842,0.5717909648525703,0.8649802549705679,57.91699672776347,49.25288295168149,15.771416445226867,red
image_009.png,1,163.47384615384615,53.00547008547009,69.5791452991453,0.9747631316064784,0.6912460367149202,0.6410739064856992,39.5265210284331,46.04406425467598,16.506480131188884,red
image_010.png,1,160.46678202506425,47.81621309842168,62.52383199622464,0.9780450875231465,0.7191301898819654,0.6292814981375902,38.16172811987772,46.40310905617716,19.02371880037533,red
image_011.png,1,251.24543610547667,81.59837728194726,118.88235294117646,0.9633811263485038,0.6749965585055706,0.9852762200214792,59.86079944172334,66.3324750804533,16.433531045182075,red
image_012.png,1,171.76470588235293,43.46517027863777,53.87358101135191,0.9866192627627038,0.7542840494214714,0.6735870818915632,39.42403500059714,51.31805885478457,26.07477414133499,red
image_013.png,1,137.6827168367347,16.929846938775512,37.1594387755102,0.972309058503849,0.8810702854809013,0.5399322228891213,29.34700534626269,48.21805482153489,22.664724766353142,red
image_014.png,1,205.6263910969793,59.83545310015898,75.44038155802862,0.9822893553059104,0.7110353283172703,0.8063780043018846,48.08869231101543,57.56100137018611,25.088376744479945,red
